地 区	发病数	死亡数	发病率	死亡率	time
贵州省	2	0	0.0057		2013-11
天津市	438	0	2.9751		2014-01
河北省	53	0	0.0768		2007-12
河南省	66	0	0.0699		2016-07
广西	75	0	0.1545		2004-09
全国	22802	4	1.7542	0.0003	2005-05
青海省	6	0	0.1095		2007-04
湖北省	35	0	0.0583		2004-01
重庆市	161	1	0.5144	0.0032	2004-03
河北省	25	0	0.0362		2007-11
湖南省	439	0	0.6876		2009-05
北京市	202	0	0.9388		2015-04
辽宁省	13	0	0.0312		2004-03
四川省	65	0	0.0794		2009-03
湖南省	16	0	0.025		2010-03
辽宁省	14	0	0.0326		2008-01
四川省	4	0	0.005		2013-12
贵州省	15	0	0.0395		2010-05
吉林省	2	0	0.0073		2011-07
海南省	10	0	0.1128		2013-05
吉林省	334	0	1.2329		2005-06
浙江省	1198	0	2.4582		2005-01
湖北省	491	0	0.8625		2005-01
新疆	12	0	0.0522		2016-11
北京市	29	0	0.1348		2016-06
西藏	1	0	0.033		2012-12
北京市	1	0	0.0051		2011-12
辽宁省	3	0	0.0068		2016-02
广西	91	0	0.1909		2008-03
西藏	226	0	8.1569		2006-03
广东省	61	0	0.0569		2015-01
重庆市	131	0	0.4411		2014-10
安徽省	186	0	0.3085		2014-03
安徽省	55	0	0.0919		2013-07
江西省	133	1	0.3065	0.0023	2007-01
建设兵团	4	0	0.1548		2008-11
湖南省	970	1	1.4611	0.0015	2013-03
安徽省	104	0	0.1695		2009-08
辽宁省	6	0	0.0137		2012-06
云南省	18	0	0.0386		2013-11
重庆市	50	0	0.1792		2005-11
全国	3847	2	0.2824	0.0001	2016-05
广东省	34	0	0.0356		2009-10
重庆市	3	0	0.0105		2010-02
陕西省	141	0	0.3775		2007-03
山西省	1868	1	5.5055	0.0029	2008-05
河北省	1016	0	1.4443		2010-06
吉林省	526	0	1.9239		2009-04
北京市	16	0	0.0744		2016-01
辽宁省	2552	0	5.8132		2014-03
西藏	14	0	0.4668		2011-02
云南省	22	0	0.0479		2011-03
新疆	358	0	1.641		2011-05
山东省	6	0	0.0064		2009-10
陕西省	14	0	0.0372		2009-12
四川省	24	0	0.0297		2013-04
福建省	2	0	0.0054		2012-10
山西省	37	0	0.1025		2013-03
辽宁省	35	0	0.0814		2008-02
湖南省	360	0	0.5423		2013-01
江西省	20	0	0.0451		2010-07
湖北省	146	0	0.251		2015-03
广东省	896	0	0.9745		2006-01
辽宁省	2	0	0.0046		2015-10
山东省	1	0	0.001		2012-12
内蒙古	458	0	1.9044		2008-04
江西省	303	0	0.7074		2004-07
湖南省	157	0	0.233		2015-05
贵州省	202	3	0.5369	0.008	2008-11
湖南省	32	0	0.0478		2014-11
贵州省	9	0	0.0243		2005-08
重庆市	6	0	0.0208		2011-01
江西省	12	0	0.0273		2009-11
北京市	101	0	0.6574		2005-08
陕西省	12	0	0.0324		2005-09
浙江省	9	0	0.0165		2012-03
江苏省	773	0	1.0341		2006-05
陕西省	354	0	0.9677		2004-03
江苏省	414	0	0.5538		2006-06
福建省	102	0	0.2885		2006-01
甘肃省	3	0	0.0116		2013-08
湖南省	477	0	0.7141		2004-07
广西	169	0	0.348		2004-06
甘肃省	441	1	1.6851	0.0038	2008-03
云南省	837	0	1.8671		2007-03
黑龙江省	6	0	0.0157		2007-07
福建省	90	0	0.2546		2006-02
青海省	14	0	0.2488		2011-03
云南省	890	0	1.9853		2007-05
新疆	63	0	0.2852		2012-03
北京市	164	0	1.0043		2008-06
建设兵团	8	0	0.3109		2010-04
建设兵团	2	0	0.0755		2013-02
湖南省	291	0	0.4624		2005-01
辽宁省	1	0	0.0023		2015-09
广西	70	0	0.1442		2004-08
海南省	2	0	0.0242		2006-12
内蒙古	11	0	0.0439		2016-07
海南省	22	0	0.2702		2004-07
四川省	548	0	0.6673		2006-11
陕西省	140	0	0.3751		2011-03
西藏	29	0	0.9132		2016-02
北京市	37	0	0.2266		2008-09
江西省	281	0	0.656		2004-02
陕西省	24	0	0.0638		2009-03
宁夏	2	0	0.032		2010-09
青海省	14	0	0.2423		2014-08
宁夏	2	0	0.0339		2005-12
四川省	63	0	0.077		2010-07
浙江省	134	0	0.2462		2011-05
湖南省	225	0	0.3548		2007-08
黑龙江省	12	0	0.0314		2008-12
北京市	127	0	0.8257		2006-07
广西	5	0	0.0105		2016-06
湖北省	61	0	0.1066		2010-08
黑龙江省	11	0	0.0287		2014-08
广西	26	0	0.0547		2015-05
内蒙古	47	0	0.197		2006-01
黑龙江省	7	0	0.0183		2013-04
全国	21740	14	1.6454	0.0011	2008-04
重庆市	38	0	0.129		2013-05
吉林省	18	0	0.0661		2007-02
江苏省	271	0	0.3625		2006-08
福建省	226	0	0.6393		2006-07
江苏省	116	0	0.1552		2006-09
海南省	4	0	0.0447		2014-07
海南省	30	0	0.332		2016-04
辽宁省	354	0	0.8205		2009-03
山东省	213	0	0.2303		2006-06
青海省	11	1	0.1885	0.0171	2016-12
四川省	45	0	0.0554		2008-08
全国	1059	0	0.0797		2009-08
上海市	142	0	0.7824		2007-06
全国	312	1	0.0234	0.0001	2010-11
山西省	356	0	1.0548		2007-07
广西	49	0	0.106		2005-08
甘肃省	43	0	0.166		2015-01
河北省	53	0	0.0727		2013-12
湖北省	95	0	0.1581		2004-10
江西省	55	0	0.1268		2007-09
贵州省	1	0	0.0029		2012-07
内蒙古	8	0	0.0319		2015-09
山西省	7	0	0.0195		2012-08
吉林省	2	0	0.0073		2015-12
山东省	395	0	0.4035		2016-05
山西省	80	0	0.2414		2004-08
湖南省	1575	1	2.4784	0.0016	2008-06
江苏省	51	0	0.0648		2011-02
福建省	65	0	0.185		2005-10
河南省	11	0	0.0117		2016-12
黑龙江省	208	0	0.5437		2010-02
云南省	205	0	0.4644		2005-11
西藏	39	0	1.2662		2013-04
天津市	8	0	0.0861		2004-06
广东省	2374	0	2.5516		2007-06
北京市	40	0	0.236		2009-07
广西	3	0	0.0065		2011-06
北京市	91	0	0.5923		2005-11
新疆	34	1	0.1692	0.005	2006-07
江苏省	268	0	0.355		2007-01
新疆	15	0	0.0746		2006-08
西藏	1	0	0.0325		2013-09
山东省	51	0	0.0527		2013-12
新疆	37	0	0.1736		2009-01
贵州省	1	0	0.0029		2011-01
河南省	12	0	0.0127		2015-11
福建省	8	0	0.0213		2013-04
新疆	255	3	1.1094	0.0131	2015-02
广东省	71	0	0.0744		2009-08
辽宁省	155	0	0.3672		2006-07
新疆	255	0	1.1421		2013-05
云南省	192	0	0.4253		2008-09
湖北省	68	0	0.1189		2010-04
湖南省	514	0	0.8105		2007-07
青海省	192	0	3.5695		2005-03
山西省	4	0	0.0117		2010-09
新疆	15	0	0.0653		2016-08
重庆市	12	0	0.0416		2011-04
青海省	130	0	2.25		2014-05
黑龙江省	5	0	0.013		2016-01
山东省	23	1	0.0249	0.0011	2006-11
河南省	433	2	0.4564	0.0021	2010-05
湖南省	657	0	0.9896		2013-05
广西	79	0	0.1674		2007-05
福建省	71	0	0.1865		2015-04
全国	7448	5	0.573	0.0004	2005-02
新疆	55	0	0.2429		2014-07
贵州省	36	0	0.0965		2006-09
四川省	341	0	0.3913		2004-11
吉林省	114	0	0.4176		2008-05
湖北省	825	1	1.4446	0.0018	2009-04
福建省	84	0	0.2336		2004-08
建设兵团	2	0	0.0755		2013-04
湖北省	6	0	0.0104		2013-10
甘肃省	450	0	1.7195		2008-07
青海省	8	0	0.1408		2012-05
黑龙江省	11	0	0.0288		2006-08
天津市	508	0	4.556		2008-02
辽宁省	39	0	0.0889		2013-06
湖北省	13	0	0.0224		2015-11
西藏	76	0	2.9101		2004-11
广东省	659	0	0.7168		2006-09
云南省	1	0	0.0021		2016-11
河北省	412	0	0.558		2016-03
西藏	12	0	0.4595		2004-07
黑龙江省	8	0	0.0209		2006-09
河南省	151	2	0.16	0.0021	2015-07
广东省	329	0	0.3482		2008-10
安徽省	18	0	0.0302		2012-01
广东省	1967	0	2.1545		2005-06
内蒙古	465	0	1.9399		2007-05
江苏省	263	0	0.3518		2006-07
上海市	204	0	0.841		2015-03
福建省	222	0	0.628		2006-03
江苏省	191	0	0.2505		2008-02
西藏	5	0	0.1761		2008-11
山西省	24	0	0.0668		2012-06
山东省	31	0	0.0324		2011-07
辽宁省	13	0	0.0296		2013-04
湖南省	390	1	0.6108	0.0016	2009-01
北京市	108	0	0.6372		2009-02
河南省	137	0	0.1453		2009-12
湖南省	241	1	0.3608	0.0015	2004-11
湖南省	643	2	0.9627	0.003	2004-03
山西省	9	0	0.0264		2009-09
湖北省	230	0	0.3994		2012-01
浙江省	600	0	1.2311		2005-06
江西省	3	0	0.0067		2012-12
北京市	138	0	0.8451		2008-02
内蒙古	6	0	0.0243		2011-11
海南省	2	0	0.0223		2014-08
江苏省	109	0	0.1461		2005-09
天津市	1	0	0.0071		2013-01
西藏	10	0	0.3205		2014-09
上海市	30	0	0.1589		2009-07
四川省	13	0	0.0159		2010-02
云南省	3	0	0.0066		2009-09
重庆市	315	0	1.1292		2005-05
吉林省	4	0	0.0145		2015-11
黑龙江省	22	0	0.0574		2016-04
吉林省	8	0	0.0293		2009-09
吉林省	498	1	1.8215	0.0037	2009-06
全国	144	0	0.0107		2011-11
江西省	1	0	0.0022		2016-12
西藏	22	0	0.8424		2004-04
全国	647	2	0.048	0.0001	2012-07
云南省	520	0	1.1942		2004-12
新疆	23	0	0.1065		2010-03
浙江省	14	0	0.0256		2012-01
河南省	156	0	0.1653		2016-05
辽宁省	49	0	0.1135		2010-03
宁夏	4	0	0.0611		2014-03
陕西省	12	0	0.0319		2009-02
辽宁省	33	0	0.0752		2013-05
广东省	152	0	0.1428		2014-10
新疆	3	0	0.0139		2010-01
陕西省	71	0	0.1887		2009-04
湖南省	452	1	0.7145	0.0016	2006-01
广西	351	0	0.7497		2013-04
山东省	306	1	0.3267	0.0011	2008-12
陕西省	102	0	0.2702		2015-06
甘肃省	32	0	0.1251		2011-08
全国	2160	1	0.1635	0.0001	2008-10
陕西省	142	1	0.3765	0.0027	2010-06
全国	1469	1	0.1096	0.0001	2011-03
四川省	59	0	0.0728		2014-11
江西省	3	0	0.0067		2013-09
重庆市	61	0	0.2071		2013-07
北京市	1	0	0.0051		2011-10
湖南省	13	0	0.0196		2013-12
福建省	49	0	0.1394		2005-12
贵州省	7	0	0.0185		2009-07
浙江省	2	0	0.0037		2012-10
山东省	292	1	0.3083	0.0011	2010-03
吉林省	1	0	0.0036		2011-10
海南省	1	0	0.0116		2010-04
山东省	504	0	0.5148		2016-01
贵州省	9	0	0.0258		2013-06
山西省	8	0	0.0219		2016-07
山东省	18	0	0.0196		2004-08
山东省	99	0	0.1077		2005-01
黑龙江省	4	0	0.0104		2011-02
全国	3092	8	0.234	0.0006	2008-11
河北省	19	0	0.0259		2014-09
江苏省	18	0	0.0227		2014-12
山东省	277	0	0.2925		2010-04
宁夏	17	0	0.2815		2007-04
陕西省	169	0	0.4528		2011-01
河北省	30	0	0.0432		2008-11
新疆	5	0	0.0249		2006-02
河北省	99	0	0.1456		2004-05
北京市	23	0	0.1088		2014-12
北京市	749	4	4.2678	0.0228	2010-05
青海省	3	0	0.0528		2012-06
湖南省	15	0	0.0223		2015-09
青海省	7	0	0.1268		2008-12
湖北省	23	0	0.0403		2009-12
黑龙江省	1	0	0.0027		2004-10
内蒙古	196	0	0.815		2008-03
广西	193	0	0.409		2014-08
四川省	27	0	0.0335		2012-07
天津市	3	0	0.0288		2006-10
云南省	613	0	1.358		2008-11
吉林省	11	0	0.0402		2010-09
宁夏	10	0	0.1696		2005-08
山西省	211	0	0.6252		2007-02
安徽省	71	0	0.1102		2004-02
江苏省	56	0	0.0712		2011-03
湖南省	13	0	0.0196		2013-11
青海省	53	1	0.9173	0.0173	2014-12
贵州省	23	0	0.0617		2006-08
河北省	431	1	0.6208	0.0014	2008-04
陕西省	18	0	0.0486		2005-11
全国	5167	3	0.3792	0.0002	2016-04
甘肃省	58	0	0.2201		2010-07
黑龙江省	236	0	0.6172		2008-03
河南省	112	1	0.1197	0.0011	2008-09
西藏	2	0	0.0697		2009-06
青海省	3	0	0.0547		2007-05
天津市	12	0	0.1076		2008-08
福建省	6	0	0.0165		2010-04
陕西省	4	0	0.0106		2016-08
陕西省	7	0	0.0186		2009-08
建设兵团	76	0	2.781		2016-03
浙江省	60	0	0.1231		2005-09
四川省	544	0	0.6243		2004-04
浙江省	1	0	0.0018		2012-12
河北省	10	0	0.0142		2010-11
广东省	92	0	0.0955		2010-04
辽宁省	22	0	0.0515		2007-01
甘肃省	207	1	0.8094	0.0039	2011-04
江苏省	1316	0	1.7141		2009-03
福建省	5	0	0.0133		2013-01
上海市	90	1	0.3726	0.0041	2014-05
青海省	134	1	2.4912	0.0186	2005-07
山西省	3	0	0.0084		2011-07
贵州省	28	0	0.0744		2008-02
内蒙古	2	0	0.0083		2010-11
河南省	136	0	0.1403		2004-10
湖南省	102	0	0.1514		2015-08
北京市	28	0	0.1428		2011-04
内蒙古	117	0	0.4831		2010-06
重庆市	8	0	0.0277		2011-08
贵州省	23	0	0.0617		2006-03
重庆市	2	0	0.0069		2012-12
上海市	105	0	0.5911		2005-02
贵州省	65	1	0.1728	0.0027	2008-09
山东省	399	0	0.4286		2007-05
四川省	1089	1	1.3261	0.0012	2006-06
建设兵团	2	0	0.0755		2013-03
江西省	140	0	0.3248		2006-07
吉林省	6	0	0.0225		2004-12
湖北省	328	0	0.5744		2006-06
甘肃省	28	0	0.1074		2007-08
安徽省	16	0	0.0269		2011-02
湖北省	329	2	0.5779	0.0035	2005-07
重庆市	319	0	1.136		2007-02
吉林省	22	0	0.0805		2009-08
内蒙古	25	0	0.1001		2014-07
海南省	211	0	2.5483		2006-03
广西	122	0	0.2618		2006-03
山西省	282	0	0.8456		2005-07
山西省	378	0	1.1141		2008-01
浙江省	94	0	0.1815		2010-08
广东省	1175	0	1.2435		2008-08
全国	6263	2	0.4765	0.0002	2007-08
安徽省	67	0	0.1097		2007-11
全国	312	0	0.0232		2012-09
福建省	177	0	0.5007		2006-06
广东省	228	0	0.2389		2009-01
建设兵团	1	0	0.037		2014-10
甘肃省	147	0	0.5641		2007-04
建设兵团	1	0	0.0393		2005-11
天津市	196	0	1.8233		2007-06
海南省	14	0	0.1579		2013-06
浙江省	62	0	0.1128		2014-06
甘肃省	1	0	0.0039		2012-08
重庆市	5	0	0.0173		2011-12
吉林省	573	0	2.1097		2006-02
河北省	2016	0	2.9426		2006-05
江西省	8	0	0.0178		2013-08
宁夏	19	0	0.3015		2011-04
北京市	461	0	2.9158		2007-04
四川省	22	0	0.0273		2012-01
天津市	33	0	0.2176		2015-01
贵州省	55	0	0.1464		2007-03
吉林省	65	0	0.2399		2005-10
贵州省	6	0	0.0173		2012-01
贵州省	14	0	0.04		2014-02
建设兵团	10	0	0.3659		2015-03
福建省	425	0	1.1945		2007-07
宁夏	33	0	0.5278		2010-05
河北省	689	0	0.9859		2009-05
辽宁省	25	0	0.0569		2015-03
山西省	79	0	0.2341		2007-10
新疆	11	0	0.0504		2011-08
上海市	283	0	1.5932		2005-06
云南省	8	0	0.0173		2012-02
西藏	230	0	7.6684		2011-05
全国	5163	3	0.3868	0.0002	2010-03
建设兵团	206	0	7.9699		2008-03
山西省	2	0	0.0056		2011-03
湖南省	130	0	0.2055		2006-09
福建省	146	0	0.4061		2004-02
湖南省	222	1	0.3318	0.0015	2014-05
四川省	145	0	0.1664		2004-09
山东省	6	0	0.0064		2009-11
湖北省	204	0	0.3583		2007-07
西藏	165	1	5.9553	0.0361	2006-04
黑龙江省	57	0	0.1487		2015-03
吉林省	102	0	0.3723		2010-06
浙江省	69	0	0.1253		2015-08
福建省	275	0	0.7679		2008-06
山东省	1553	1	1.6579	0.0011	2008-05
河北省	3974	3	5.6494	0.0043	2010-04
河南省	56	0	0.0595		2013-01
广东省	215	0	0.2703		2004-09
福建省	32	0	0.0905		2006-11
陕西省	179	0	0.4795		2011-04
甘肃省	105	0	0.3995		2009-06
江西省	15	0	0.0332		2014-07
河北省	107	0	0.1449		2015-12
西藏	139	1	4.6344	0.0333	2011-06
新疆	103	0	0.4663		2012-04
黑龙江省	12	0	0.0315		2005-11
安徽省	903	0	1.476		2008-04
云南省	398	0	0.8878		2007-07
上海市	9	0	0.0371		2016-10
江西省	15	0	0.0333		2013-06
吉林省	379	0	1.399		2005-04
青海省	5	0	0.0912		2007-06
河南省	1379	3	1.4683	0.0032	2007-04
河南省	30	0	0.032		2012-05
全国	167	0	0.0125		2011-10
甘肃省	373	0	1.4397		2016-05
黑龙江省	3	0	0.008		2004-07
上海市	3	0	0.013		2011-09
河北省	85	0	0.1232		2007-07
山西省	14	0	0.0422		2004-09
浙江省	82	0	0.1491		2014-08
湖北省	30	0	0.0517		2014-11
四川省	606	0	0.7445		2015-01
广西	41	0	0.0887		2005-12
山西省	920	0	2.7259		2007-05
宁夏	4	0	0.0635		2011-07
陕西省	7	0	0.0187		2008-11
陕西省	56	0	0.1494		2008-03
新疆	22	0	0.1107		2005-02
广东省	487	0	0.5334		2005-12
辽宁省	2519	0	5.738		2014-04
天津市	491	0	3.3351		2014-04
辽宁省	2	0	0.0046		2011-11
福建省	153	1	0.43	0.0028	2007-03
山西省	2	0	0.0056		2012-02
河北省	1239	1	1.7613	0.0014	2010-02
吉林省	3	0	0.0109		2012-04
安徽省	42	0	0.0704		2012-07
浙江省	105	0	0.1917		2013-06
山西省	17	0	0.0496		2010-03
内蒙古	92	0	0.3856		2006-02
安徽省	118	0	0.1971		2013-01
江苏省	444	2	0.594	0.0027	2006-02
云南省	2	0	0.0044		2010-02
甘肃省	282	0	1.0937		2005-06
陕西省	49	0	0.1313		2011-06
云南省	31	0	0.0658		2016-05
甘肃省	256	0	0.9881		2016-02
河南省	923	0	0.9892		2005-06
湖北省	9	0	0.0157		2010-12
甘肃省	64	0	0.2502		2011-07
江西省	5	0	0.0111		2014-02
甘肃省	45	0	0.172		2008-12
全国	540	0	0.0396		2015-10
内蒙古	317	0	1.3225		2007-06
云南省	637	0	1.4315		2006-05
山西省	161	0	0.4858		2004-11
上海市	14	0	0.0596		2012-10
湖北省	111	0	0.1847		2004-05
四川省	9	0	0.0111		2013-10
江西省	22	0	0.0484		2015-04
全国	5341	3	0.4109	0.0002	2004-12
山西省	48	0	0.1422		2007-09
广西	274	1	0.5806	0.0021	2014-02
湖北省	62	1	0.1077	0.0017	2012-05
安徽省	121	1	0.2007	0.0017	2014-02
青海省	14	0	0.2443		2013-09
甘肃省	221	0	0.853		2016-07
西藏	26	0	0.9384		2006-07
辽宁省	9	0	0.0205		2014-09
内蒙古	4	0	0.0165		2010-12
河南省	705	3	0.7532	0.0032	2008-12
广东省	958	0	1.0297		2007-12
福建省	1	0	0.0026		2014-11
湖南省	115	0	0.1827		2005-09
湖北省	235	0	0.4116		2006-03
青海省	50	0	0.8886		2011-04
全国	2902	5	0.213	0.0004	2016-02
云南省	21	0	0.0462		2009-05
山东省	110	0	0.1148		2011-04
河南省	529	0	0.5606		2015-02
浙江省	40	0	0.0791		2008-12
福建省	166	0	0.4724		2005-03
西藏	2	0	0.063		2015-01
海南省	1	0	0.0112		2014-01
湖南省	1634	1	2.583	0.0016	2006-05
山西省	337	0	1.0168		2004-06
广西	9	0	0.0189		2015-09
湖南省	123	0	0.1826		2016-05
北京市	222	0	1.4042		2007-06
宁夏	192	0	3.1705		2009-03
湖北省	217	0	0.3731		2015-04
黑龙江省	1059	0	2.7723		2006-04
辽宁省	2	0	0.0046		2010-10
山西省	257	0	0.7754		2004-04
湖北省	413	0	0.7247		2008-06
重庆市	15	0	0.0525		2010-06
宁夏	107	0	1.8323		2004-02
新疆	346	0	1.586		2011-03
新疆	52	0	0.2354		2012-02
陕西省	37	0	0.0995		2006-12
贵州省	1135	0	2.9689		2004-03
云南省	431	0	0.9686		2006-09
山东省	5	0	0.0052		2012-03
山西省	6	0	0.0175		2010-08
广西	7	0	0.0152		2011-04
内蒙古	16	0	0.0671		2004-08
宁夏	3	0	0.0453		2015-02
山西省	89	0	0.244		2015-02
上海市	13	0	0.0538		2014-11
贵州省	4	0	0.0105		2010-08
山东省	332	0	0.3611		2005-06
上海市	63	0	0.2597		2015-01
浙江省	15	0	0.029		2010-01
西藏	2	0	0.069		2010-02
甘肃省	799	0	3.084		2016-03
安徽省	31	0	0.0507		2007-10
重庆市	95	0	0.3383		2007-10
天津市	29	0	0.2361		2010-10
山东省	82	0	0.0887		2006-07
黑龙江省	5	0	0.0131		2006-11
全国	1130	2	0.0843	0.0001	2011-06
广西	12	0	0.0252		2015-01
北京市	371	0	2.4122		2006-06
青海省	61	0	1.0643		2013-06
海南省	79	0	0.9626		2005-11
陕西省	506	0	1.3832		2004-05
全国	1705	2	0.1251	0.0001	2015-08
海南省	280	1	3.3816	0.0121	2006-04
江苏省	76	0	0.0955		2016-06
黑龙江省	5	0	0.013		2015-12
云南省	646	1	1.441	0.0022	2007-06
江苏省	1375	1	1.7274	0.0013	2015-04
天津市	6	0	0.051		2009-07
湖南省	13	1	0.0197	0.0015	2012-07
西藏	9	0	0.3169		2008-07
广东省	176	0	0.1654		2014-02
西藏	2	0	0.0712		2007-03
河南省	350	0	0.3689		2010-04
西藏	101	0	3.6847		2005-08
天津市	10	0	0.085		2009-09
陕西省	788	1	2.1268	0.0027	2005-04
海南省	1	0	0.0111		2015-08
山西省	10	0	0.028		2011-04
全国	272	0	0.02		2016-09
广西	3	0	0.0065		2012-09
贵州省	11	0	0.0314		2015-07
宁夏	47	0	0.7705		2008-06
云南省	31	0	0.0661		2014-10
广东省	434	0	0.4097		2013-09
江西省	16	0	0.0352		2016-08
贵州省	40	0	0.1056		2009-04
黑龙江省	1	0	0.0027		2004-02
建设兵团	14	0	0.5123		2015-11
河北省	14	0	0.0195		2011-05
浙江省	602	0	1.2809		2004-06
辽宁省	3	0	0.0069		2011-10
青海省	7	0	0.1277		2007-09
重庆市	72	0	0.2573		2006-03
云南省	62	0	0.1315		2015-04
新疆	31	0	0.1436		2010-07
天津市	86	1	0.567	0.0066	2016-05
河北省	387	2	0.5574	0.0029	2008-03
贵州省	84	0	0.2217		2009-01
辽宁省	290	0	0.6877		2005-03
天津市	2	0	0.0155		2011-06
湖北省	219	0	0.3835		2006-07
河北省	66	0	0.0951		2008-01
上海市	52	0	0.2799		2008-09
建设兵团	3	0	0.1166		2009-02
山东省	160	0	0.174		2005-07
西藏	2	0	0.0697		2009-08
四川省	1452	2	1.7774	0.0024	2007-07
甘肃省	26	0	0.1002		2006-08
建设兵团	1	0	0.0387		2008-12
西藏	126	1	4.201	0.0333	2011-04
天津市	18	0	0.1187		2016-07
新疆	262	0	1.278		2007-05
宁夏	2	0	0.033		2009-10
四川省	2734	0	3.3468		2007-04
湖北省	331	0	0.5796		2009-07
山东省	389	0	0.3997		2014-03
新疆	32	0	0.1502		2009-02
四川省	18	0	0.022		2009-11
福建省	2	0	0.0053		2015-11
西藏	1	0	0.032		2014-02
四川省	19	0	0.0236		2012-06
天津市	7	0	0.0461		2016-08
上海市	17	0	0.0885		2010-09
湖北省	89	0	0.1563		2005-10
上海市	57	0	0.3209		2005-09
青海省	31	1	0.5313	0.0171	2016-02
四川省	24	0	0.0296		2014-10
天津市	49	0	0.4167		2009-05
广西	343	8	0.7268	0.017	2007-12
山西省	47	0	0.1295		2014-03
广西	194	0	0.4197		2005-05
广西	609	0	1.2905		2014-05
上海市	18	0	0.0742		2015-09
宁夏	1	0	0.0156		2012-06
浙江省	9	0	0.0163		2016-01
浙江省	67	0	0.1219		2014-09
青海省	1	0	0.0176		2012-04
全国	8875	4	0.6649	0.0003	2010-04
四川省	20	0	0.0246		2008-09
辽宁省	183	0	0.4258		2008-05
陕西省	4	0	0.0106		2009-11
江西省	3	0	0.0067		2012-10
湖北省	112	0	0.1967		2005-08
江西省	7	0	0.0157		2011-05
安徽省	30	0	0.0493		2015-10
福建省	2	0	0.0053		2016-08
新疆	56	0	0.2786		2006-05
吉林省	2	0	0.0073		2014-12
黑龙江省	291	0	0.761		2008-04
广东省	577	0	0.6276		2006-12
北京市	315	0	1.464		2015-03
云南省	1	0	0.0021		2016-12
新疆	51	0	0.2566		2005-06
西藏	309	0	11.2729		2005-04
宁夏	1	0	0.0151		2015-08
西藏	3	0	0.1045		2009-12
上海市	120	0	0.5112		2012-04
河北省	564	0	0.8123		2008-05
河南省	176	0	0.1874		2007-08
河南省	16	0	0.017		2012-02
宁夏	41	0	0.677		2009-01
山西省	28	0	0.0817		2010-04
甘肃省	17	0	0.0656		2016-09
福建省	192	0	0.5362		2008-04
新疆	55	1	0.2463	0.0045	2013-01
山西省	1330	1	3.9881	0.003	2005-05
重庆市	184	0	0.6596		2005-03
全国	5960	4	0.4558	0.0003	2006-02
山东省	91	0	0.095		2011-03
安徽省	273	0	0.445		2009-01
湖北省	41	0	0.072		2005-12
宁夏	5	0	0.0839		2006-04
内蒙古	89	0	0.3553		2016-04
广西	2	0	0.0042		2016-12
云南省	18	0	0.0384		2014-01
建设兵团	1	0	0.0378		2013-01
河南省	647	0	0.6912		2008-02
安徽省	12	0	0.0201		2012-02
安徽省	452	0	0.7398		2007-05
河南省	462	1	0.4896	0.0011	2015-04
内蒙古	73	0	0.2914		2015-06
湖南省	133	0	0.2102		2006-10
江苏省	9	0	0.0113		2014-02
黑龙江省	11	0	0.0287		2015-01
辽宁省	13	0	0.0296		2016-06
内蒙古	3	0	0.0121		2012-03
宁夏	3	0	0.0509		2005-09
山西省	7	0	0.0195		2012-04
贵州省	3	0	0.0086		2015-09
江西省	147	0	0.3432		2004-01
四川省	749	0	0.9121		2006-07
江西省	3	0	0.0067		2011-02
安徽省	43	0	0.0703		2006-12
吉林省	20	0	0.0738		2005-09
全国	247	0	0.0181		2016-10
陕西省	62	0	0.1642		2016-04
河南省	21	0	0.0223		2016-08
陕西省	13	0	0.0344		2016-02
福建省	19	0	0.0499		2016-07
西藏	7	0	0.2204		2016-10
山西省	61	0	0.1841		2004-10
浙江省	461	0	0.9111		2008-07
湖北省	130	0	0.2242		2014-08
四川省	159	0	0.1942		2005-09
北京市	192	0	0.8924		2015-01
上海市	44	0	0.2424		2007-02
西藏	189	0	6.8951		2005-07
甘肃省	173	0	0.6619		2004-11
山西省	589	0	1.7452		2007-04
广东省	470	0	0.5112		2006-02
江苏省	1001	0	1.3258		2007-05
湖北省	33	0	0.0577		2011-03
浙江省	15	0	0.0293		2009-12
湖北省	29	0	0.0508		2009-11
宁夏	1	0	0.0166		2007-08
山东省	83	0	0.0857		2013-09
新疆	246	0	1.2		2007-10
福建省	20	0	0.0551		2009-03
广西	35	0	0.0742		2014-10
湖南省	847	0	1.3458		2005-04
广西	13	0	0.0281		2005-10
浙江省	734	0	1.4739		2007-04
福建省	273	0	0.7769		2005-07
新疆	677	0	3.639		2004-06
河南省	181	0	0.1918		2016-02
黑龙江省	104	0	0.272		2007-04
山西省	1010	0	2.9767		2008-06
贵州省	18	0	0.0475		2009-06
内蒙古	97	0	0.3896		2013-07
黑龙江省	6	0	0.0157		2011-04
湖南省	135	0	0.2004		2016-07
天津市	134	0	1.0911		2010-06
四川省	1237	4	1.5107	0.0049	2005-04
上海市	214	0	0.8822		2015-05
青海省	61	0	1.1005		2009-05
上海市	51	0	0.281		2007-10
黑龙江省	5	0	0.0131		2007-01
天津市	6	0	0.0646		2004-03
江苏省	43	0	0.0547		2011-05
新疆	149	0	0.7112		2008-07
四川省	16	0	0.0196		2009-09
海南省	38	0	0.4589		2006-05
全国	5950	1	0.4577	0.0001	2004-07
甘肃省	37	0	0.1435		2005-08
新疆	278	0	1.4943		2004-07
内蒙古	2	0	0.0081		2012-09
湖北省	15	0	0.0262		2010-10
湖北省	650	0	1.1382		2009-06
天津市	414	0	3.975		2005-03
